committee_name,person_name,end_date,source_url,organization_id,role,start_date
Ad Hoc Committee on General Intelligence Laws Amendment Bill (NA),Hlengiwe Christophina Mgabadeli,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/784,za.org.pa.www/core_organisation/145,Member,
Arts and Culture Committee,Happy Mamlili Blose,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1887,za.org.pa.www/core_organisation/742,Alternate Member,
Human Settlement Committee,Happy Mamlili Blose,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1887,za.org.pa.www/core_organisation/748,Committee Member,
Social Development Committee,Happy Mamlili Blose,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1887,za.org.pa.www/core_organisation/747,Committee Member,
Agriculture and Rural Development Committee,Happy Mamlili Blose,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1887,za.org.pa.www/core_organisation/733,Committee Member,
Works Committee,Happy Mamlili Blose,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1887,za.org.pa.www/core_organisation/751,Alternate Member,
Portfolio Committee On Public Enterprises,Holmes Peter Maluleka,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/733,za.org.pa.www/core_organisation/101,Member,
Public Enterprises,Holmes Peter Maluleka,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/733,za.org.pa.www/core_organisation/227,Chairperson,
Basic Education,Hope Helene Malgas,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/732,za.org.pa.www/core_organisation/165,Chairperson,
Portfolio Committee On Basic Education,Hope Helene Malgas,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/732,za.org.pa.www/core_organisation/114,Member,
Community Safety and Liason Committee,Hlobisile Salvatoris Ngxongo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1888,za.org.pa.www/core_organisation/734,Alternate Member,
Human Settlement Committee,Hlobisile Salvatoris Ngxongo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1888,za.org.pa.www/core_organisation/748,Committee Member,
Premier and Royal Household Committee,Hlobisile Salvatoris Ngxongo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1888,za.org.pa.www/core_organisation/738,Committee Member,
Agriculture and Rural Development Committee,Hlobisile Salvatoris Ngxongo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1888,za.org.pa.www/core_organisation/733,Alternate Member,
Sports and Recreation Committee,Hlobisile Salvatoris Ngxongo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1888,za.org.pa.www/core_organisation/749,Committee Member,
Transport,Ian Michael Ollis,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/882,za.org.pa.www/core_organisation/245,Member,
International Relations and Cooperation,Ian Ormiston Davidson,2013-12-01,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/590,za.org.pa.www/core_organisation/186,Member,
"Portfolio Committee On Women, Youth, Children and People with Disabilities",Ipuseng Celia Ditshetelo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/601,za.org.pa.www/core_organisation/122,Member,
Rural Development and Land Reform,Isaac Sipho Mfundisi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/783,za.org.pa.www/core_organisation/236,Member,
Public Accounts,Isaac Sipho Mfundisi,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/783,za.org.pa.www/core_organisation/225,Member,
Correctional Services,Jabhile Pretty Ngubeni-Maluleka,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/853,za.org.pa.www/core_organisation/172,Member,
Social Development,Jabhile Pretty Ngubeni-Maluleka,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/853,za.org.pa.www/core_organisation/238,Member,
Human Settlements,Jabu Elsie Sosibo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/950,za.org.pa.www/core_organisation/183,Member,
Private Members' Legislative Proposals and Special Petitions,Jabu Elsie Sosibo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/950,za.org.pa.www/core_organisation/222,Member,
Constitutional Review Committee,Jabu Elsie Sosibo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/950,za.org.pa.www/core_organisation/170,Member,
AdHoc Committee on 1913 Land Act,Jabu Elsie Sosibo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/950,za.org.pa.www/core_organisation/153,Member,
Public Works,Jacob Jeffrey Van der Linde,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/993,za.org.pa.www/core_organisation/230,Member,
Energy Portfolio Committee,Jacobus Frederik Smalle,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/941,za.org.pa.www/core_organisation/176,Member,
Portfolio Committee On International Relations and Co-operation,Jacobus Hercules Van der Merwe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/995,za.org.pa.www/core_organisation/127,Member,
Joint Committee on Ethics and Members' Interests,Jacobus Hercules Van der Merwe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/995,za.org.pa.www/core_organisation/89,Member,
Portfolio Committee On Justice and Constitutional Development,Jacobus Hercules Van der Merwe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/995,za.org.pa.www/core_organisation/131,Member,
Arts and Culture,Jacobus Hercules Van der Merwe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/995,za.org.pa.www/core_organisation/164,Alternate Member,
Correctional Services,Jacobus Hercules Van der Merwe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/995,za.org.pa.www/core_organisation/172,Alternate Member,
Justice and Constitutional Development,Jacobus Hercules Van der Merwe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/995,za.org.pa.www/core_organisation/193,Alternate Member,
Rules of the National Assembly,Jacobus Hercules Van der Merwe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/995,za.org.pa.www/core_organisation/235,Alternate Member,
Ethics and Members' Interest,Jacobus Hercules Van der Merwe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/995,za.org.pa.www/core_organisation/177,Alternate Member,
Select Committee on Co-operative Governance and Traditional Affairs,Jacobus Marthinus Geyser Bekker,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1020,za.org.pa.www/core_organisation/120,Member,
Joint Committee on Ethics and Members' Interests,Jacobus Marthinus Geyser Bekker,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1020,za.org.pa.www/core_organisation/89,Member,
Select Committee On Security And Constitutional Development,Jacobus Marthinus Geyser Bekker,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1020,za.org.pa.www/core_organisation/105,Member,
NCOP Co-operative Governance and Traditional Affairs,Jacobus Marthinus Geyser Bekker,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1020,za.org.pa.www/core_organisation/199,Member,
NCOP Labour and Public Enterprises,Jacobus Marthinus Geyser Bekker,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1020,za.org.pa.www/core_organisation/203,Member,
NCOP Public Services,Jacobus Marthinus Geyser Bekker,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1020,za.org.pa.www/core_organisation/206,Member,
NCOP Security and Constitutional Development,Jacobus Marthinus Geyser Bekker,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1020,za.org.pa.www/core_organisation/208,Member,
Defence,Jacobus Marthinus Geyser Bekker,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1020,za.org.pa.www/core_organisation/173,Member,
Ethics and Members' Interest,Jacobus Marthinus Geyser Bekker,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1020,za.org.pa.www/core_organisation/177,Member,
Ad Hoc Committee on General Intelligence Laws Amendment Bill (NCOP),Jacobus Marthinus Geyser Bekker,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1020,za.org.pa.www/core_organisation/146,Member,
Water Affairs and Environmental Affairs,James Jim Skosana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/939,za.org.pa.www/core_organisation/246,Member,
Defence,James Robert Bourne Lorimer,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/699,za.org.pa.www/core_organisation/173,Member,
Mining,James Robert Bourne Lorimer,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/699,za.org.pa.www/core_organisation/196,Member,
Portfolio Committee On Correctional Services,James Selfe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/921,za.org.pa.www/core_organisation/112,Member,
Ad Hoc Committee on President’s Submission in response to Public Protector’s Report,James Selfe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/921,za.org.pa.www/core_organisation/778,Member,
Correctional Services,James Selfe,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/921,za.org.pa.www/core_organisation/172,Member,
Ad Hoc Committee on Coordinated Oversight on Service Delivery,Jane Manganye,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/738,za.org.pa.www/core_organisation/143,Member,
Water Affairs and Environmental Affairs,Jane Manganye,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/738,za.org.pa.www/core_organisation/246,Member,
Tourism,Jane Manganye,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/738,za.org.pa.www/core_organisation/243,Member,
Joint Committee on Ethics and Members' Interests,Jan Johannes Gunda,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1033,za.org.pa.www/core_organisation/89,Member,
NCOP Co-operative Governance and Traditional Affairs,Jan Johannes Gunda,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1033,za.org.pa.www/core_organisation/199,Member,
NCOP Education and Recreation,Jan Johannes Gunda,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1033,za.org.pa.www/core_organisation/201,Member,
NCOP Finance,Jan Johannes Gunda,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1033,za.org.pa.www/core_organisation/202,Member,
NCOP Land and Environmental Affairs,Jan Johannes Gunda,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1033,za.org.pa.www/core_organisation/204,Member,
NCOP Petitions and Private Members Legislative Proposals,Jan Johannes Gunda,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1033,za.org.pa.www/core_organisation/205,Member,
NCOP Security and Constitutional Development,Jan Johannes Gunda,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1033,za.org.pa.www/core_organisation/208,Member,
NCOP Trade and International Relations,Jan Johannes Gunda,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1033,za.org.pa.www/core_organisation/210,Member,
"NCOP Women, Children and People with Disabilities",Jan Johannes Gunda,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1033,za.org.pa.www/core_organisation/211,Member,
Ethics and Members' Interest,Jan Johannes Gunda,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1033,za.org.pa.www/core_organisation/177,Member,
Ad Hoc Committee on General Intelligence Laws Amendment Bill (NCOP),Jan Johannes Gunda,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1033,za.org.pa.www/core_organisation/146,Member,
Ad Hoc Committee on Protection of State Information Bill (NCOP),Jan Johannes Gunda,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1033,za.org.pa.www/core_organisation/150,Member,
NCOP Social Services,Jan Johannes Gunda,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1033,za.org.pa.www/core_organisation/209,Alternate Member,
Budget Committee,Jennifer Lorraine Hartnick,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1410,za.org.pa.www/core_organisation/693,Committee Member,
Chairpersons’ Forum,Jennifer Lorraine Hartnick,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1410,za.org.pa.www/core_organisation/694,Committee Member,
Cultural Affairs and Sport,Jennifer Lorraine Hartnick,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1410,za.org.pa.www/core_organisation/684,Committee Member,
Disabled and Youth Committee,Jennifer Lorraine Hartnick,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1410,za.org.pa.www/core_organisation/685,Committee Member,
Gender Committee,Jennifer Lorraine Hartnick,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1410,za.org.pa.www/core_organisation/680,Committee Member,
Standing Committee on Community Development,Jennifer Lorraine Hartnick,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1410,za.org.pa.www/core_organisation/688,Committee Member,
Standing Committee on Community Safety,Jennifer Lorraine Hartnick,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1410,za.org.pa.www/core_organisation/682,Committee Member,
Standing Committee on Premier,Jennifer Lorraine Hartnick,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1410,za.org.pa.www/core_organisation/683,Committee Member,
Conduct Committee,Jennifer Lorraine Hartnick,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1410,za.org.pa.www/core_organisation/679,Alternate Member,
Petitions Committee,Jennifer Lorraine Hartnick,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1410,za.org.pa.www/core_organisation/691,Alternate Member,
Rules Committee,Jennifer Lorraine Hartnick,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1410,za.org.pa.www/core_organisation/681,Alternate Member,
Standing Committee on Education,Jennifer Lorraine Hartnick,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1410,za.org.pa.www/core_organisation/689,Committee Member,
Defence,Jerome Joseph Maake,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/706,za.org.pa.www/core_organisation/173,Chairperson,
Ad Hoc Committee on Coordinated Oversight on Service Delivery,Jerome Joseph Maake,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/706,za.org.pa.www/core_organisation/143,Member,
Ad Hoc Committee on General Intelligence Laws Amendment Bill (NA),Jerome Joseph Maake,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/706,za.org.pa.www/core_organisation/145,Member,
