Status,TelephoneNumber,AlphaCode,Branches,RoleDescription,CustomerAlphaCode,FaxNumber,MasterID,EmailAddress,RegistrationNumber,LongName,PostalAddress,source_url,NatureOfBusiness,PhysicalAddress,Website
Current,+27 11 809 7500,SPSAS,,Sponsor,SPSAS,+27 11 809 7726,789,info@sasfin.com,1951/002280/06,Sasfin Bank Ltd,PO Box 299     Johannesburg 2000,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3046,,29 Scott Street WAVERLEY    Johannesburg 2090,http://www.sasfin.com
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3046,,,
Current,+27 11 0000000,DRDI,,Interest Rate Issuer,DRD,+27 11 0000000,3586,,1895/000926/06,DRDGOLD LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3586,,,
Current,+27 11 441 4000,FPT,,Equity Issuer,FPT,+27 11 441 4544,1515,fountainhead@standardbank.co.za,1983/003324/06,FOUNTAINHEAD PROPERTY TRUST,PO Box 1731     PARKLANDS 2121,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1515,"Fountainhead Property Trust, as a collective investment
scheme in property, distributes all net income derived from its real estate assets to unitholders.

Our strategy is to grow the property portfolio value and distributions to provide sustainable and increasing returns for unitholders over the long term. We seek to acquire large,quality properties in excess of R150 million with good longterm
growth prospects and dispose of underperforming and
relatively small assets that have little impact on the performance of the Trust. Properties are refurbished when expenditure is justified by return on capital to ensure their competitiveness, preserve longevity and protect values.","Redefine Place No2, Arnold Road    ROSEBANK 2196",http://www.fountainheadproperty.co.za
Current,,KPMGI,,Audit Firm,KPMGI,,3676,,4620207565,KPMG INCORPORATED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1515,,,
Current,+27 11 283 0042,SPJAV,,Sponsor,SPJAV,+27 11 283 0065,784,sponsor@javacapital.co.za,2002/031862/07,Java Capital Trustees & Sponsors Pty Ltd,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1515,,2 Arnold Road Rosebank    Johannesburg 2196,http://www.javacapital.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1515,,,
Current,,BIDU,,Interest Rate Issuer,DURB1,,3058,,2011/000013/00,DURBAN,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3058,,,
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3058,,,
Current,+27 12 675 5000,GIJ,,Equity Issuer,GIJ,+27 12 675 5400,2034,info@ast.co.za,1998/021790/06,GIJIMA GROUP LIMITED,PO Box 10629     CENTURION 0046,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2034,Gijima Group Limited is the holding Company for the interests of the Gijima Group which provides ICT services.,47 Landmarks Avenue Kosmosdal Samrand   CENTURION 0157,http://www.gijima.com
Current,,KPMGI,,Audit Firm,KPMGI,,3676,,4620207565,KPMG INCORPORATED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2034,,,
Current,+27 11 282 8000,SPRAN,,Sponsor,RANM,+27 11 282 8008,785,sponsorteam@rmb.co.za,1929/001225/06,Rand Merchant Bank Corporate Finance Division,P O Box 786273     SANDTON 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2034,,1 Merchant Place Cnr Fredman Drive & Rivonia Road Sandton   Johannesburg 2196,http://www.rmb.co.za
Current,+27 86 154 6572,LINK,,Transfer Secretary,LINK,+27 86 674 4381,857,info@linkmarketservices.co.za,2000/0072369/07,Link Market Services SA (Pty) Ltd,P O Box 4844     JOHANNESBURG 2000,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2034,,,
Current,+41 41 709 2000,GLN,,Equity Issuer,GLN,+41 41 709 8200,3851,,107710,GLENCORE PLC,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3851,"Glencore Xstrata is one of the world’s largest global diversified natural resource companies and is one of the biggest companies within the FTSE 100 Index. The Group’s industrial and marketing activities are supported by a global network of more than 90 offices located in over 50 countries. Our diversified operations comprise of over 150 mining and metallurgical sites, offshore oil production assets, farms and agricultural facilities. We employ approximately 190,000 people, including contractors.",,http://www.glencorexstrata.com
Current,+27 11 1231234,DELLLP,,Audit Firm,DELLLP,+27 11 1231231,3884,mr@surname.com,,DELOITTE LLP,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3851,,,http://
Current,+27 11 8956000,ACSPO,,Sponsor,ABCAP1,+27 11 8957829,2994,equitysponsor@absacapital.com,1986/004794/06,ABSA CAPITAL,Private Bag x10056    Johannesburg 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3851,,15 Alice Lane Sandton    Johannesburg 2196,http://www.absacapital.com
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3851,,,
Suspended,+27 11 844 1000,FRT,,Equity Issuer,FRT,+27 11 844 1027,2104,info@faritec.com,1998/004872/06,FARITEC HOLDINGS LIMITED,PO Box 76784     WENDYWOOD 2144,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2104,"Faritec Holdings Limited, a company incoporated in South Africa, listed on the Main Board on the JSE Limited (JSE), through its subsidiaries and joint venture is involved in providing the most customer-centric technology solutions with the objective of assisting customers to manage their businesses more effectively.",Faritec House 150 Kelvin Drive Woodmead   SANDTON 2148,www.faritec.com
Current,+27 11 283 0042,SPJAV,,Sponsor,SPJAV,+27 11 283 0065,784,sponsor@javacapital.co.za,2002/031862/07,Java Capital Trustees & Sponsors Pty Ltd,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2104,,2 Arnold Road Rosebank    Johannesburg 2196,http://www.javacapital.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2104,,,
Current,+44 207 079 6753,GGP,,Equity Issuer,GGP,+44 207 079 6806,3645,,47031,GOGLOBAL PROPERTIES LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3645,"GoGlobal has its primary listing on the Bermuda Stock Exchange (""BSX"") and a secondary listing on the Alternative
Exchange of the JSE Limited (""AltX""). During April 2013, the company made an offer to invited investors to
subscribe for a further 250 000 shares (""the private placement"") and applied for a secondary listing of the
company's issued share capital on the AltX in South Africa. The private placement was fully subscribed for and
GoGlobal listed on the AltX on 29 April 2013.",,http://www.goglobalproperties.net
Current,,D&T,,Audit Firm,D&T,,3679,,926973,DELOITTE & TOUCHE,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3645,,,
Current,+27 11 283 0042,SPJAV,,Sponsor,SPJAV,+27 11 283 0065,784,sponsor@javacapital.co.za,2002/031862/07,Java Capital Trustees & Sponsors Pty Ltd,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3645,,2 Arnold Road Rosebank    Johannesburg 2196,http://www.javacapital.co.za
Current,+27 86 154 6572,LINK,,Transfer Secretary,LINK,+27 86 674 4381,857,info@linkmarketservices.co.za,2000/0072369/07,Link Market Services SA (Pty) Ltd,P O Box 4844     JOHANNESBURG 2000,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3645,,,
Current,+27 11 562 9700,GOGOF,,Equity Issuer,GOGOF,+27 11 562 9829,1069,,1968/004880/06,GOLD FIELDS LIMITED,Postnet Suite 252 Private Bag X30500    HOUGHTON 2041,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1069,,150 Helen Road Sandown    SANDTON 2196,http://www.goldfields.co.za
Current,,KPMGI,,Audit Firm,KPMGI,,3676,,4620207565,KPMG INCORPORATED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1069,,,
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1069,,,
Current,+1 604 685 6851,EPS,,Equity Issuer,EPS,+1 604 685 6493,2455,info@eastplats.com,BC0722783,EASTERN PLATINUM LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2455,,1st Floor Platinum Place Turnberry Office Park 48 Grosvenor Road   BRYANSTON 2191,http://www.eastplats.com
Current,+27 21 887 9602,SPPSG,,Sponsor,SPPSG,+27 21 887 9624,788,riaanvh@psgcapital.com,2006/015817/07,PSG Capital Ltd,PO Box 987     PARKLANDS 2121,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2455,,1st Floor OU Kollege 35 Kerk Street    StellenBosch 7600,http://www.psgcapital.com
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2455,,,
Current,+27 11 726 1047,GGM,,Equity Issuer,GGM,+27 11 726 1087,1649,info@wwrl.co.za,1933/004523/06,GOLIATH GOLD MINING LIMITED,Postnet Suite 345 Private Bag X30500    HOUGHTON 2041,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1649,"Goliath Gold is a South African incorporated mining exploration company listed on the main board of the JSE in the ‘Mining:
General Mining’ sector, issuer code GGM. The company holds gold prospecting rights over several contiguous areas in South
Africa’s Witwatersrand Basin in the Gauteng Province as well as a prospecting right for heavy mineral sands over an area within
South Africa’s Western Cape Province.","First Floor, Empire Office Park 55 Empire Road Parktown   JOHANNESBURG 2193",http://www.goliathgold.com
Current,,PWCIA,,Audit Firm,PWCIA,,3688,,901121,PRICEWATERHOUSECOOPERS INC,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1649,,,
Current,+27 11 325 6363,MER,,Sponsor,MER,+27 11 325 6362,2636,info@merchantec.co.za,2008/014219/07,MERCHANTEC CAPITAL,PO Box 41480 Craighall    Johannesburg 2024,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1649,,"2nd Floor, North Block Hyde Park Office Towers Cnr 6th Road & Jan Smuts Avenue   Hyde Park 2196",http://www.merchantec.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1649,,,
Current,+27 31 337 2672,GDN,,Equity Issuer,GDN,+27 31 337 2621,2328,,1972/004241/06,GOODERSON LEISURE CORPORATION LTD,PO Box 10305     MARINE PARADE 4056,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2328,"Gooderson Leisure is the holiday destination for those seeking good value and good fun; a place where you can afford to be yourself and pursue the things that deeply reward you, in some of the most beautiful surroundings in South Africa.

Gooderson Leisure owns and manages a variety of leisure destinations within KwaZulu-Natal, Limpopo, Mpumalanga and Gauteng; offering guests the choice to experience the very best of the beach, berg, bush or battlefields. With a heritage of hospitality spanning over 50 years, the Gooderson Leisure experience is renowned for the plethora of activities that you can submerse yourself in, including an 18-hole golf course which is NGU Rated.",85 OR Tambo (Marine) Parade     DURBAN 4001,http://www.goodersonleisure.co.za
Current,,GT,,Audit Firm,GT,,3682,,903485,GRANT THORNTON,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2328,,,
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2328,,,
Current,,BIEM,,Interest Rate Issuer,EKURHU,,2933,,,EKURHULENI METRO MUNICIPLALITY,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2933,,,
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2933,,,
Current,+1 905 844 1456,GIY,,Equity Issuer,GIY,+1 905 844 8949,3772,callen@giyanigold.com,BC-C0887454,GIYANI GOLD CORPORATION,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3772,"Giyani Gold is an international gold exploration company which focuses on building a portfolio of under-explored, yet proven, gold assets. Its principal business is the acquisition, exploration and development of mineral properties. The company`s shares have a primary listing on the Toronto Stock Exchange and a secondary listing on the JSE.",,http://www.giyanigold.com
Current,,PWCIA,,Audit Firm,PWCIA,,3688,,901121,PRICEWATERHOUSECOOPERS INC,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3772,,,
Current,+27 11 809 7500,SPSAS,,Sponsor,SPSAS,+27 11 809 7726,789,info@sasfin.com,1951/002280/06,Sasfin Bank Ltd,PO Box 299     Johannesburg 2000,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3772,,29 Scott Street WAVERLEY    Johannesburg 2090,http://www.sasfin.com
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3772,,,
Current,,BIFTR,,Interest Rate Issuer,FTR2,,2871,,2007/028974/07,FINTECH RECEIVABLES 2 (RF) LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2871,,,
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2871,,,
Current,,BIFFL,,Interest Rate Issuer,BIFFL,,3064,,2011/00020/00,FREESTONE FINANCE CO (PTY) LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3064,,,
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3064,,,
Current,+27 11 5629700,BIGOLD,,Interest Rate Issuer,GOGOF,+27 11 5629829,2857,investor@goldfileds.co.za,1968/004880/06,GOLD FIELDS LIMITED1,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2857,,,http://www.goldfileds.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2857,,,
Current,,BIGF,,Interest Rate Issuer,BIGF,,2907,,2003/020616/06,GRAINFLOW INVESTMENTS LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2907,,,
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2907,,,
Current,+27 31 304 1451,GND,,Equity Issuer,GND,+27 31 305 2848,1159,grindrod@grindrod.co.za,1966/009846/06,GRINDROD LIMITED,PO Box 1     DURBAN 4000,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1159,"Grindrod Limited is the holding company of a dynamic organisation listed on the JSE securities exchange with more than 100 years experience in South Africa’s freight movement and related industries. Grindrod specialises in moving dry bulk, bulk liquid commodities, containerised cargo and vehicles by road, rail, sea and air, providing specialised services on route.
It is a global business represented in more than 34 countries and is uniquely positioned to service Africa trade flows.",Quadrant House 115 Margaret Mncadi Avenue    DURBAN 4001,http://www.grindrod.co.za
