family_name,given_name,name,pa_url,summary,telephone_number,email,popit_id,source_url
Gqeba,Gcinumuzi Nehemiah,Gcinumuzi Nehemiah Gqeba,http://www.pa.org.za/person/gcinumuzi-nehemiah-gqeba/,,,,za.org.pa.www/core_person/5770,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5770
Kala,Gcobani,Gcobani Kala,http://www.pa.org.za/person/gcobani-kala/,,,,za.org.pa.www/core_person/7616,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7616
Katiya,Gcobani,Gcobani Katiya,http://www.pa.org.za/person/gcobani-katiya/,,,,za.org.pa.www/core_person/8001,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8001
Bomela,Gcobisa Eudora,Gcobisa Eudora Bomela,http://www.pa.org.za/person/gcobisa-eudora-bomela/,,,,za.org.pa.www/core_person/6882,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6882
Bambeni,Gcobisa Sharen,Gcobisa Sharen Bambeni,http://www.pa.org.za/person/gcobisa-sharen-bambeni/,,,,za.org.pa.www/core_person/6366,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6366
Sindane,Gelana Sarian,Gelana Sarian Sindane,http://www.pa.org.za/person/gelana-sarian-sindane/,"Gelana Sarian Sindane's plenary attendance record for Feb-Apr [2013](/file_archive/gelana-sarian-sindane-attendance-2013 ""Sindane's Attendance 2013"") and [2012](/file_archive/gelana-sarian-sindane-attendance-2012 ""Sindane's Attendance 2012"").",(021) 403 2911,,za.org.pa.www/core_person/932,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/932
,,Gene Links,http://www.pa.org.za/person/gene-links/,,0785672751,,za.org.pa.www/core_person/3712,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3712
Meyer,Genieve Rebecca Sara,Genieve Rebecca Sara Meyer,http://www.pa.org.za/person/genieve-rebecca-sara-meyer/,,,,za.org.pa.www/core_person/7430,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7430
Makhathini,Genuine Sifiso,Genuine Sifiso Makhathini,http://www.pa.org.za/person/genuine-sifiso-makhathini/,,,,za.org.pa.www/core_person/8637,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8637
Pullan,Geoffrey Douglas Ayrton,Geoffrey Douglas Ayrton Pullan,http://www.pa.org.za/person/geoffrey-douglas-ayrton-pullan/,,,,za.org.pa.www/core_person/6360,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6360
Tshibvumo,Geoffrey,Geoffrey Tshibvumo,http://www.pa.org.za/person/geoffrey-tshibvumo/,,,,za.org.pa.www/core_person/5894,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5894
Khoza,Geopherey Casper,Geopherey Casper Khoza,http://www.pa.org.za/person/geopherey-casper-khoza/,,,,za.org.pa.www/core_person/4760,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4760
Hill-Lewis,Geordin Gwyn,Geordin Gwyn Hill-Lewis,http://www.pa.org.za/person/geordin-gwyn-hill-lewis/,"Geordin Gwyn Hill Lewis's plenary attendance record for Feb-Apr [2013](/file_archive/Geordin-Gwyn-Hill-Lewis-Attendance-2013 ""Geordin Gwyn Hill-Lewis"") and [2012](/file_archive/Geordin-Gwyn-Hill-Lewis-Attendance-2012 ""Geordin Gwyn Hill-Lewis"")",021 403 3439,Geordinh@da.org.za,za.org.pa.www/core_person/656,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/656
April,George,George April,http://www.pa.org.za/person/george-april/,,,,za.org.pa.www/core_person/8431,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8431
Boinamo,George Gaolatlhe,George Gaolatlhe Boinamo,http://www.pa.org.za/person/george-gaolatlhe-boinamo/,"Born in 1948, Mr. George Boinamo is the current Shadow Deputy Minister of Co-operative Governance and Traditional Affairs. Mr. Boinamo completed training to become a teacher at Hebron College of Education in 1978, completed his BA Ed. at the University of the Witwatersrand and then obtained a Masters in Education in 1997. After several years of teaching, Boinamo joined the DA in 2003 and became an MP in 2004 where he served as spokeperson on education. He was re-elected to parliament in 2009. Source: DA (http://www.da.org.za) 

George Boinamo's plenary attendance record for Feb-Apr [2013](/file_archive/George-Boinamo-attendance-2013 ""George Boinamo Attendance"") and [2012](/file_archive/George-Boinamo-attendance-2012 ""George Boinamo Attendance"")","021 403 2886
",gboinamo@parliament.gov.za,za.org.pa.www/core_person/560,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/560
Lefoka,George,George Lefoka,http://www.pa.org.za/person/george-lefoka/,,,,za.org.pa.www/core_person/8334,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8334
Lekgetho,George,George Lekgetho,http://www.pa.org.za/person/george-lekgetho/,"George Lekgetho's plenary attendance record for Feb-Apr [2013](/file_archive/george-lekgetho-attendance-2013 ""george lekgetho attendance"") and [2012](/file_archive/george-lekgetho-attendance-2012 ""george lekgetho attendance"").",,glekgetho@parliament.gov.za,za.org.pa.www/core_person/694,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/694
,,George Mari,http://www.pa.org.za/person/george-mari/,,,mdlalosemm@kznlegislature.gov.za,za.org.pa.www/core_person/1885,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1885
Michalakis,George,George Michalakis,http://www.pa.org.za/person/george-michalakis/,,,,za.org.pa.www/core_person/6260,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6260
Biya,George Mlungisa,George Mlungisa Biya,http://www.pa.org.za/person/george-mlungisa-biya/,,,,za.org.pa.www/core_person/5519,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5519
Raphela,George,George Raphela,http://www.pa.org.za/person/george-raphela/,,,,za.org.pa.www/core_person/6710,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6710
Jonga,George Thembekile,George Thembekile Jonga,http://www.pa.org.za/person/george-thembekile-jonga/,,,,za.org.pa.www/core_person/6004,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6004
Mkhwanazi,George Tshetshe,George Tshetshe Mkhwanazi,http://www.pa.org.za/person/george-tshetshe-mkhwanazi/,,,,za.org.pa.www/core_person/5288,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5288
Motha,Georgina,Georgina Motha,http://www.pa.org.za/person/georgina-motha/,,,,za.org.pa.www/core_person/8047,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8047
Sithole,Georgina,Georgina Sithole,http://www.pa.org.za/person/georgina-sithole/,,,,za.org.pa.www/core_person/8256,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8256
Malapile,Gerald Chere,Gerald Chere Malapile,http://www.pa.org.za/person/gerald-chere-malapile/,,,,za.org.pa.www/core_person/5304,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5304
Benjamin,Gerald Frank,Gerald Frank Benjamin,http://www.pa.org.za/person/gerald-frank-benjamin/,,,,za.org.pa.www/core_person/6653,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6653
Lerobane,Gerald Maroweshe,Gerald Maroweshe Lerobane,http://www.pa.org.za/person/gerald-maroweshe-lerobane/,,,,za.org.pa.www/core_person/8108,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8108
Mvoko,Gerald Mlungisi,Gerald Mlungisi Mvoko,http://www.pa.org.za/person/gerald-mlungisi-mvoko/,,,,za.org.pa.www/core_person/4384,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4384
Simon,Gerald Peter James,Gerald Peter James Simon,http://www.pa.org.za/person/gerald-peter-james-simon/,,,,za.org.pa.www/core_person/5878,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5878
Siljeur,Gerald Rupert,Gerald Rupert Siljeur,http://www.pa.org.za/person/gerald-rupert-siljeur/,,,,za.org.pa.www/core_person/4057,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4057
Amoraal,Gerda,Gerda Amoraal,http://www.pa.org.za/person/gerda-amoraal/,,,,za.org.pa.www/core_person/6295,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6295
Oosthuizen,Gerhardus Cornelius,Gerhardus Cornelius Oosthuizen,http://www.pa.org.za/person/gerhardus-cornelius-oosthuizen/,"Deputy Minister Oosthuizen was born on 10 May 1957. He became the Deputy Minister of Sport and Recreation in 2004. Mr Oosthuizen was a member of the South African Air Force up to the Rank of Captain from 1980 until 1983 and then became self employed from 1984 to 1987. A true “Nat”, he became a Member of Parliament in 1987. The Deputy Minister holds a Bachelor of Arts degree in Political Science from Rand Afrikaans University (RAU); a Bachelor of Arts Honours degree in Development Studies from RAU, Suma Cum Laude and various other courses and study tours. Between the years 2001 and 2004, he served as an ANC Member in the Defence and Correctional Services Portfolio Committees. Source: (info.gov.za) 

Gerhardus Cornelius Oosthuizen's plenary attendance record for Feb-Apr [2013](/file_archive/Gerhardus-Cornelius-Oosthuizen-Attendance-2013 ""Gerhardus Cornelius Oosthuizen Attendance"") and [2012](/file_archive/Gerhardus-Cornelius-Oosthuizen-Attendance-2013 ""Gerhardus Cornelius Oosthuizen Attendance"").",,,za.org.pa.www/core_person/883,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/883
Koekemoer,Gerhardus Petrus,Gerhardus Petrus Koekemoer,http://www.pa.org.za/person/gerhardus-petrus-koekemoer/,,,,za.org.pa.www/core_person/3879,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/3879
Marais,Gerhardus Petrus,Gerhardus Petrus Marais,http://www.pa.org.za/person/gerhardus-petrus-marais/,,,,za.org.pa.www/core_person/7258,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7258
Koornhof,Gerhardus Willem,Gerhardus Willem Koornhof,http://www.pa.org.za/person/gerhardus-willem-koornhof/,"Gerhardus Willem Koornhof's plenary attendance record for Feb-Apr [2013](/file_archive/gerhardus-willem-koornhof-attendance-2013 ""gerhardus willem koornhof attendance"") and [2012](/file_archive/gerhardus-willem-koornhof-attendance-2012 ""gerhardus willem koornhof attendance"").",,gkoornhof@parliament.gov.za,za.org.pa.www/core_person/683,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/683
,,Gerrit van Rensburg,http://www.pa.org.za/person/gerrit-van-rensburg/,,,,za.org.pa.www/core_person/1392,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1392
Bitterbos,Gert,Gert Bitterbos,http://www.pa.org.za/person/gert-bitterbos/,,,,za.org.pa.www/core_person/7345,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7345
Combrink,Gert Cornelius,Gert Cornelius Combrink,http://www.pa.org.za/person/gert-cornelius-combrink/,,,,za.org.pa.www/core_person/6243,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6243
Davids,Gerthrolene Marchanette,Gerthrolene Marchanette Davids,http://www.pa.org.za/person/gerthrolene-marchanette-davids/,,,,za.org.pa.www/core_person/8779,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8779
Jacobs,Gert,Gert Jacobs,http://www.pa.org.za/person/gert-jacobs/,,,,za.org.pa.www/core_person/5472,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5472
Spanneberg,Gert Jacobus,Gert Jacobus Spanneberg,http://www.pa.org.za/person/gert-jacobus-spanneberg/,,,,za.org.pa.www/core_person/7328,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7328
Saal,Gertroedh,Gertroedh Saal,http://www.pa.org.za/person/gertroedh-saal/,"Gertroedh Saal's plenary attendance record for Feb-Apr [2013](/file_archive/gertroedh-saal-attendance-2013 ""Saal Attendance 2013"") and [2012](/file_archive/gertroedh-saal-attendance-2012 ""Saal Attendance 2012"").
",,gsaal@parliament.gov.za,za.org.pa.www/core_person/911,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/911
Faltein,Gertrude,Gertrude Faltein,http://www.pa.org.za/person/gertrude-faltein/,,,,za.org.pa.www/core_person/4082,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4082
Cloete,Gertrude Geraldine,Gertrude Geraldine Cloete,http://www.pa.org.za/person/gertrude-geraldine-cloete/,,,,za.org.pa.www/core_person/7224,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7224
Makie,Gertrude,Gertrude Makie,http://www.pa.org.za/person/gertrude-makie/,,,,za.org.pa.www/core_person/9156,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9156
Botha,Gertruida Hildagaard,Gertruida Hildagaard Botha,http://www.pa.org.za/person/gertruida-hildagaard-botha/,,,,za.org.pa.www/core_person/9355,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9355
Tullues,Gertruida Jacoba,Gertruida Jacoba Tullues,http://www.pa.org.za/person/gertruida-jacoba-tullues/,,,,za.org.pa.www/core_person/6614,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6614
Van Deventer,Gesina Maria Magdalena,Gesina Maria Magdalena Van Deventer,http://www.pa.org.za/person/gesina-maria-magdalena-van-deventer/,,,,za.org.pa.www/core_person/6663,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6663
Mokwena,Getrude Pabalelo,Getrude Pabalelo Mokwena,http://www.pa.org.za/person/getrude-pabalelo-mokwena/,,,,za.org.pa.www/core_person/5840,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5840
Hermanus,Gewnynne Wayne,Gewnynne Wayne Hermanus,http://www.pa.org.za/person/gewnynne-wayne-hermanus/,,,,za.org.pa.www/core_person/7287,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7287
Mkhombo,Gezani Philip,Gezani Philip Mkhombo,http://www.pa.org.za/person/gezani-philip-mkhombo/,,,,za.org.pa.www/core_person/6335,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6335
Pangabantu,Gibson Monde,Gibson Monde Pangabantu,http://www.pa.org.za/person/gibson-monde-pangabantu/,,,,za.org.pa.www/core_person/5024,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5024
Joubert,Gideon Dani°L,Gideon Dani°L Joubert,http://www.pa.org.za/person/gideon-daniel-joubert/,,,,za.org.pa.www/core_person/9358,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9358
Wagenaar,Gideon Daniel,Gideon Daniel Wagenaar,http://www.pa.org.za/person/gideon-daniel-wagenaar/,,,,za.org.pa.www/core_person/6409,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6409
Mpengesi,Gideon Fansile,Gideon Fansile Mpengesi,http://www.pa.org.za/person/gideon-fansile-mpengesi/,,,,za.org.pa.www/core_person/9212,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9212
Van Zyl,Gideon Johannes,Gideon Johannes Van Zyl,http://www.pa.org.za/person/gideon-johannes-van-zyl/,,,,za.org.pa.www/core_person/6619,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/6619
Swanevelder,Gideon Lourens Jacobus,Gideon Lourens Jacobus Swanevelder,http://www.pa.org.za/person/gideon-lourens-jacobus-swanevelder/,,,,za.org.pa.www/core_person/9301,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9301
Ndaba,Gideon,Gideon Ndaba,http://www.pa.org.za/person/gideon-ndaba/,,,,za.org.pa.www/core_person/8475,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8475
De Vries,Gideon Rudolph,Gideon Rudolph De Vries,http://www.pa.org.za/person/gideon-rudolph-de-vries/,,,,za.org.pa.www/core_person/9347,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/9347
Mathibe,Gideon Theledi,Gideon Theledi Mathibe,http://www.pa.org.za/person/gideon-theledi-mathibe/,,,,za.org.pa.www/core_person/7803,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7803
Chezi,Gidion,Gidion Chezi,http://www.pa.org.za/person/gidion-chezi/,,,,za.org.pa.www/core_person/4864,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4864
Mathebula,Gidion Jabulani,Gidion Jabulani Mathebula,http://www.pa.org.za/person/gidion-jabulani-mathebula/,,,,za.org.pa.www/core_person/4755,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4755
Radebe,Gift Madoda,Gift Madoda Radebe,http://www.pa.org.za/person/gift-madoda-radebe/,,,,za.org.pa.www/core_person/7091,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7091
Njemla,Gilbert Thamsaqa,Gilbert Thamsaqa Njemla,http://www.pa.org.za/person/gilbert-thamsaqa-njemla/,,,,za.org.pa.www/core_person/8717,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8717
Adonis,Gilbert Willie,Gilbert Willie Adonis,http://www.pa.org.za/person/gilbert-willie-adonis/,,,,za.org.pa.www/core_person/7358,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/7358
Dada,Gilford Nkululeko,Gilford Nkululeko Dada,http://www.pa.org.za/person/gilford-nkululeko-dada/,,,,za.org.pa.www/core_person/4168,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4168
Van Der Westhuizen,Gillian Catherine,Gillian Catherine Van Der Westhuizen,http://www.pa.org.za/person/gillian-catherine-van-der-westhuizen/,,,,za.org.pa.www/core_person/5574,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/5574
Mashego,Gillion Pudumo,Gillion Pudumo Mashego,http://www.pa.org.za/person/gillion-pudumo-mashego/,,,,za.org.pa.www/core_person/4541,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/4541
Heyns,Gilmor Rudolf,Gilmor Rudolf Heyns,http://www.pa.org.za/person/gilmor-rudolf-heyns/,,,,za.org.pa.www/core_person/8456,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/8456
